DATE DE CLASSEMENT,TYPE D'HÉBERGEMENT,STAR,NOM COMMERCIAL,ADRESSE,CODE POSTAL,COMMUNE,WEBSITE,CAPACITÉ D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,Email_Primary,Email_Additional,Country,Phone_Primary,Phone_Additional,Website_Status,Scraping_Result
03/11/2021,CAMPING,3,CAMPING BELLEVUE DES PALOMIÈRES,38 route des Palomières,65200,BAGNÈRES-DE-BIGORRE,https://www.camping-bellevue-des-palomieres.com/,306.0,,bellevuepalomieres@orange.fr,,FR,'+33666800719,,OK,Success
03/11/2021,CAMPING,3,CAMPING LA FORÊT,1 rue de la Clairière,85190,AIZENAY,https://www.camping-laforet.com/,152.0,,abcforest@orange.fr,,UNK,'0251089672,,OK,Success
03/11/2021,CAMPING,3,CAMPING LE BOIS DE PINS,Rue Guillaume le Conquérant,80410,CAYEUX-SUR-MER,https://www.campingleboisdepins.com/,465.0,,info@campingleboisdepins.com,%69%6e%66%6f@%63%61%6d%70%69%6e%67%6c%65%62%6f%69%73%64%65%70%69%6e%73.%63%6f%6d; cfppa.abbeville@educagri.fr,FR,'+33322267104,,OK,Success
03/11/2021,CAMPING,3,CAMPING LES DEUX PINS,191 rue Léonard de Vinci,88650,ANOULD,https://www.camping-les-deux-pins-vosges.com/,250.0,,campinglesdeuxpins@gmail.com,,FR,'+33329571106,,OK,Success
03/11/2021,CAMPING,4,CAMPING LES FUVETTES,24 chemin de la Plage des Perrières,25160,MALBUISSON,https://www.capfun.com/camping-france-franche_comte-fuvettes-FR.html,900.0,,fuvettes@capfun.com,,UNK,'0492283848,'0381693150,OK,Success
03/11/2021,CAMPING,3,CAMPING LES GALETS DE LA MOLLIÈRE,Rue Faidherbe,80410,CAYEUX-SUR-MER,https://www.campinglesgaletsdelamolliere.com/,579.0,,%69%6e%66%6f@%63%61%6d%70%69%6e%67%6c%65%73%67%61%6c%65%74%73%64%65%6c%61%6d%6f%6c%6c%69%65%72%65.%63%6f%6d,info@campinglesgaletsdelamolliere.com,FR,'+33322266185,,OK,Success
03/11/2021,HÔTEL DE TOURISME,3,HÔTEL AU WINGENERHOF,1 rue Principale,67290,WINGEN-SUR-MODER,https://www.hotel-restaurant-auwingenerhof.fr/,28.0,12.0,contact@hotel-restaurant-auwingenerhof.fr,,FR,'0624516300,'0670767961; '0986307141,OK,Success
03/11/2021,HÔTEL DE TOURISME,3,HÔTEL AUBERGE D'IMSTHAL,Lieu-dit Imsthal,67290,LA PETITE-PIERRE,https://petite-pierre.com/,52.0,23.0,info@imsthal-petitepierre.com,,FR,'+33388014900,,OK,Success
03/11/2021,HÔTEL DE TOURISME,5,HÔTEL LE PRIEURÉ,7 place du Chapitre,30400,VILLENEUVE-LÈS-AVIGNON,https://www.leprieure.com/,76.0,38.0,contact@leprieure.com,,FR,'+33490159015,,OK,Success
03/11/2021,HÔTEL DE TOURISME,4,HÔTEL VILLA SEREN,1111 avenue du Touring Club de France,40150,SOORTS-HOSSEGOR,https://www.villaseren.fr/,58.0,27.0,direction@villaseren.fr,contact@villaseren.fr,FR,,,OK,Success
03/11/2021,RÉSIDENCE DE TOURISME,3,KYRIAD PRESTIGE RÉSIDENCE CABOURG,5 promenade de la Dives,14160,DIVES-SUR-MER,https://prestige-residence-dives-sur-mer.kyriad.com/fr-fr/,188.0,,,,UNK,,,Unavailable,Does Not Exist
04/11/2021,HÔTEL DE TOURISME,3,B&B HÔTEL TOULOUSE UNIVERSITÉ,44 rue Jacques Babinet,31100,TOULOUSE,https://www.hotel-bb.com/fr/hotel/toulouse-universite,176.0,88.0,privacy.france@hotelbb.com,,UNK,'0892233197,,OK,Success
04/11/2021,CAMPING,4,BIARRITZ CAMPING,28 rue d'Harcet,64200,BIARRITZ,https://www.biarritz-camping.fr/,672.0,,info@biarritz-camping.fr,,FR,'0559230012,,OK,Success
04/11/2021,CAMPING,3,CAMPING DE ROGUENNIC,Lieu-dit Roguennic,29233,CLÉDER,https://www.campingvillageroguennic.com/,930.0,,contact@campingvillageroguennic.com,%63%6f%6e%74%61%63%74@%63%61%6d%70%69%6e%67%76%69%6c%6c%61%67%65%72%6f%67%75%65%6e%6e%69%63.%63%6f%6d,FR,'+33298696388,,OK,Success
04/11/2021,CAMPING,5,CAMPING LE BRASILIA,2 avenue des Anneaux du Roussillon,66140,CANET-EN-ROUSSILLON,https://www.brasilia.fr/,2450.0,,info@lebrasilia.fr,,FR,'+33468802382,,OK,Success
04/11/2021,CAMPING,4,CAMPING MUNICIPAL DE LA COURT,54 rue des Moulins,85680,LA GUÉRINIÈRE,https://www.campingdelacourt.fr,434.0,,,,FR,'+33251395138,,OK,Success
04/11/2021,HÔTEL DE TOURISME,3,HÔTEL IBIS METZ WOIPPY,56 rue du Fort Gambetta,57140,WOIPPY,https://all.accor.com/hotel/0354/index.fr.shtml,166.0,83.0,h0354@accor.com,,FR,'+33387342000,,OK,Success
04/11/2021,HÔTEL DE TOURISME,3,HÔTEL LA MAISON ROSE,Avenue des Thermes,40320,EUGÉNIE-LES-BAINS,https://lespresdeugenie.com/la-maison-rose/les-chambres/,72.0,36.0,reservation@lespresdeugenie.com,,UNK,'0558463819,'+33558050607,OK,Success
04/11/2021,HÔTEL DE TOURISME,4,HÔTEL PULLMAN TOULOUSE AIRPORT,2 avenue Didier Daurat,31700,BLAGNAC,https://all.accor.com/hotel/0565/index.fr.shtml,210.0,102.0,h0565@accor.com,,FR,'+33534561111,,OK,Success
04/11/2021,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT & SPA AU LION D'OR,15 rue Principale,67290,LA PETITE-PIERRE,https://www.liondor.com/,87.0,38.0,contact@liondor.com,,FR,'+33388014757,,OK,Success
04/11/2021,HÔTEL DE TOURISME,3,MOTEL ÎLE DE LUMIÈRE,Avenue des Pins,17310,SAINT-PIERRE-D'OLÉRON,https://www.hotel-iledelumiere.com/fr/hotel-la-cotiniere-ile-d-oleron,97.0,42.0,bonjour@hotel-iledelumiere.com,,FR,'+33546471080,,OK,Success
05/11/2021,CAMPING,4,CAMPING CROS DE MOUTON,Chemin du Cros de Mouton,83240,CAVALAIRE-SUR-MER,https://www.crosdemouton.com/fr/,600.0,,domainecdm@gmail.com,,FR,'+33494641087,,OK,Success
05/11/2021,CAMPING,3,CAMPING DE L'OURSON,Le Bourg,73670,ENTREMONT-LE-VIEUX,https://www.campingourson.com/,115.0,,contact@campingourson.com,,UNK,'0479260563,,OK,Success
05/11/2021,CAMPING,3,CAMPING DES ÉTANGS DE MARSALIN,3 place du Général de Gaulle,28500,VERT-EN-DROUAIS,http://campingdemarsalin.fr/camping-eure-et-loir.html,190.0,,,,FR,'0237829223,'0189470014,OK,Success
05/11/2021,CAMPING,4,CAMPING LE DOMAINE DE LA DUNE FLEURIE,11 avenue des Pins,80120,QUEND,https://www.capfun.com/camping-france-picardie-dune_fleurie-FR.html,3544.0,,dune-fleurie@capfun.com,,UNK,'0492283848,'0322234041,OK,Success
05/11/2021,HÔTEL DE TOURISME,4,HÔTEL KYRIAD PRESTIGE VANNES,36 rue des Grandes Murailles,56000,VANNES,https://prestige-vannes-centre.kyriad.com/fr-fr/,128.0,58.0,,,UNK,,,Unavailable,Does Not Exist
05/11/2021,HÔTEL DE TOURISME,4,HÔTEL PARIS MARNE-LA-VALLÉE,40 allée de la Mare Houleuse,77700,MAGNY-LE-HONGRE,https://www.radissonhotels.com/fr-fr/hotels/radisson-blu-paris-marne-la-vallee,853.0,250.0,,,UNK,,,Unavailable,Does Not Exist
05/11/2021,HÔTEL DE TOURISME,4,HÔTEL SAINTE VALÉRIE,13 rue de l'Oratoire,6160,JUAN LES PINS,https://www.hotel-sainte-valerie.fr/,48.0,24.0,,,FR,,,OK,No Contacts Found
05/11/2021,RÉSIDENCE DE TOURISME,3,RÉSIDENCE GOÉLIA LES MARINAS DE TALARIS,Marina de Talaris,33680,LACANAU,https://www.goelia.com/fr/residence-vacances/lacanau/residence-goelia-la-marina-de-talaris.154.4.php,352.0,,,,UNK,'0556609770,,OK,Success
05/11/2021,RÉSIDENCE DE TOURISME,3,RÉSIDENCE LES CARRATS,1480 avenue Pierre Racine,11370,LEUCATE,https://www.residence-nemea.com/ete/france/languedoc-roussillon/aude/port-leucate/residence-vacances-les-carrats-216.html,1024.0,,,,UNK,,,Unavailable,Does Not Exist
08/11/2021,HÔTEL DE TOURISME,3,GRAND HÔTEL DES GOBELINS,57 boulevard Saint-Marcel,75013,PARIS 13E ARRONDISSEMENT,https://www.grandhotelgobelins.com/,82.0,46.0,reservation@grandhotelgobelins.com,,FR,'+33143317989,,OK,Success
08/11/2021,HÔTEL DE TOURISME,3,HÔTEL IBIS TOULOUSE CENTRE,2 rue Claire Pauilhac,31000,TOULOUSE,https://all.accor.com/hotel/1429/index.fr.shtml,361.0,178.0,h1429@accor.com,,FR,'+33561636163,,OK,Success
08/11/2021,HÔTEL DE TOURISME,5,HÔTEL L'ESTELLE EN CAMARGUE,Route du Petit Rhône,13460,SAINTES-MARIES-DE-LA-MER,https://www.hotelestelle.com/fr,56.0,20.0,reception@hotelestelle.com,,FR,'+33490978901,,OK,Success
08/11/2021,HÔTEL DE TOURISME,5,HÔTEL LA CO(O)RNICHE,46 avenue Louis Gaume,33115,PYLA SUR MER,www.lacoorniche-pyla.com,60.0,29.0,,,UNK,,,OK,No Contacts Found
08/11/2021,RÉSIDENCE DE TOURISME,3,RÉSIDENCE GOÉLIA LES JARDINS DE L'OYAT,5 Avenue Maurice Martin,40200,MIMIZAN,https://www.goelia.com/fr/residence-vacances/mimizan-plage/residence-goelia-les-jardins-de-l-oyat.262.4.php,306.0,,,,UNK,'0558046954,,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,B&B HOTEL LOURDES CENTRE,5 Chaussée Baron Maransin,65100,LOURDES,https://www.hotel-bb.com/fr/hotel/lourdes-centre?original,194.0,88.0,privacy.france@hotelbb.com,,UNK,'0892233019,,OK,Success
09/11/2021,HÔTEL DE TOURISME,4,BEST WESTERN PLUS HÔTEL GERGOVIE,25 allée du Petit Puy,63170,PÉRIGNAT-LÈS-SARLIÈVE,https://www.hotel-legergovie.com/fr/hotel-autour-clermont-ferrand,123.0,59.0,reservations@hotel-legergovie.com,,FR,'+33473790995,,OK,Success
09/11/2021,CAMPING,4,CAMPING BASE DE LOISIRS DU LAC DE LA MOSELOTTE,336 route de Amias,88290,SAULXURES-SUR-MOSELOTTE,https://www.lac-moselotte.fr/,400.0,,direction@lac-moselotte.fr,contact@inova-web.fr,FR,'0648465451,'0329519096; '0402041891; '0972101007,OK,Success
09/11/2021,CAMPING,3,CAMPING DES NEIGES,438 avenue de Savoie,73260,AIGUEBLANCHE,http://www.campingdesneiges.com/,224.0,,contact@campingdesneiges.com,,UNK,'0620244613,'0479242390,OK,Success
09/11/2021,CAMPING,3,CAMPING DU CAP BLANC,Chemin du Grau,11370,LEUCATE,http://www.camping-capblanc.com,44.0,,capblanc1@hotmail.fr,,UNK,'0468935786,'0640555605; '0658179603,OK,Success
09/11/2021,CAMPING,3,CAMPING L'OLIVIER,112 route de Congenies,30250,JUNAS,https://www.campinglolivier.fr/fr,180.0,,,,FR,,,Unavailable,Does Not Exist
09/11/2021,CAMPING,3,CAMPING LE GRÉARN,Route de Surzul 14 et 16 de Brouel,56190,AMBON,https://www.campinglegrearn.com/,192.0,,camping.le.grearn@wanadoo.fr,,UNK,'0297411100,,OK,Success
09/11/2021,CAMPING,3,CAMPING LE PANORAMIC,22 chemin des Bernets,74320,SEVRIER,https://www.camping-le-panoramic.com/,740.0,,,,UNK,'0450524309,,OK,Success
09/11/2021,CAMPING,3,CAMPING LE SOUS PERRET,Sous Perret,7260,JOYEUSE,https://www.campinglesousperret.com/,250.0,,,,UNK,'0233266279,'0979550280,OK,Success
09/11/2021,CAMPING,5,CAMPING LE VAL D'AUTHIE,20 route de Vercourt,80120,VILLERS-SUR-AUTHIE,https://www.capfun.com/camping-france-picardie-val_authie-FR.html,560.0,,valdauthie@capfun.com,,UNK,'0322299247,'0492283848,OK,Success
09/11/2021,CAMPING,3,CAMPING LES EAUX CHAUDES,32 avenue des thermes,4000,DIGNE-LES-BAINS,https://www.campingleseauxchaudes.com/fr/,560.0,,info@campingleseauxchaudes.com,,FR,'+33492323104,'+33492315267; '+33680471731,OK,Success
09/11/2021,CAMPING,3,CAMPING PIN PARASOL,La Crouzette,34630,SAINT-THIBÉRY,https://campinglepinparasol.fr/,448.0,,,,FR,'+33467778429,,OK,Success
09/11/2021,CAMPING,5,CAMPING YELLOH ! VILLAGE EN CHAMPAGNE LES SOURCES DU LAC,Les Sources du Lac,52290,ÉCLARON-BRAUCOURT-SAINTE-LIVIÈRE,https://www.yellohvillage.fr/camping/yelloh_en_champagne?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness,480.0,,customerservice@yellohvillage.com,dpo@yellohvillage.com,FR,'+33466739739,,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,HOSTELLERIE SAINT-LOUIS,47 rue de l'église,59470,BOLLEZEELE,http://www.hostelleriesaintlouis.com,54.0,26.0,,,FR,'+33328688183,,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL B&B LYON CALUIRE CITÉ INTERNATIONALE,148/150 Grande Rue de Saint-Clair,69300,CALUIRE-ET-CUIRE,http://www.hotel-bb.com/fr/hotels/lyon-caluire-cite-internationale.htm,240.0,120.0,groupes@hotelbb.com,,UNK,'0892687076,,OK,Success
09/11/2021,HÔTEL DE TOURISME,4,HÔTEL BAUME,7 rue Casimir Delavigne,75006,PARIS 6E ARRONDISSEMENT,http://www.baume-hotel-paris.com/fr/,77.0,35.0,reservation@hotelbaume.com,infos@hotels-paris-rive-gauche.com,FR,'+33153102850,,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL CAMPANILE NANCY CENTRE GARE,12 Rue de Serre,54000,NANCY,https://nancy-centre-gare.campanile.com/fr-fr/,176.0,88.0,,,UNK,,,Unavailable,Does Not Exist
09/11/2021,HÔTEL DE TOURISME,5,HÔTEL CHÂTEAU EZA,Rue la Pise,6360,ÈZE,https://www.chateaueza.com/fr/,28.0,14.0,info@chateaueza.com,,FR,'+33493411224,,OK,Success
09/11/2021,HÔTEL DE TOURISME,4,HÔTEL D'EN FARGOU,Côte d'En Fargou,81370,SAINT-SULPICE-LA-POINTE,https://www.domaine-denfargou.com/fr/home-fr-2020/,22.0,11.0,,,UNK,,,Unavailable,Does Not Exist
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL DU COMMERCE,3 place de l'église,63530,VOLVIC,https://www.hotelducommerce-volvic.com/,32.0,12.0,,,FR,'+33473334755,,OK,Success
09/11/2021,HÔTEL DE TOURISME,4,HÔTEL HOLIDAY INN PARIS CDG AIRPORT,61 Rue Houdart,95700,ROISSY-EN-FRANCE,https://www.ihg.com/holidayinn/hotels/fr/fr/paris-cdg/parap/hoteldetail,524.0,250.0,,,UNK,,,Unavailable,Does Not Exist
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL IBIS ISTRES TRIGANCE,10 chemin de capeau,13800,ISTRES,https://all.accor.com/hotel/8196/index.fr.shtml,126.0,54.0,h8196@accor.com,,FR,'+33490451560,,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL IBIS STYLES BORDEAUX AÉROPORT,95 Avenue J.F Kennedy,33700,MÉRIGNAC,http://www.accorhotels.com/fr/hotel-2079-ibis-styles-bordeaux-aeroport/index.shtml,168.0,81.0,h2079@accor.com,,FR,'+33556559342,,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL KYRIAD CARCASSONNE OUEST LA CITÉ AÉROPORT,Allée Gilles Personnier de Roberval,11000,CARCASSONNE,https://carcassonne-aeroport.kyriad.com/fr-fr/,159.0,78.0,,,UNK,,,Unavailable,Does Not Exist
09/11/2021,HÔTEL DE TOURISME,4,HÔTEL LA DILIGENCE,23 Place du Marché,67210,OBERNAI,https://hotel-diligence.com/fr/,66.0,33.0,sleep@hotel-diligence.com,,FR,'+33388955569,,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL LE BELLEVUE,28 Grande Rue,25190,SAINT-HIPPOLYTE,https://www.le-bellevue-hotel.fr/,29.0,14.0,contact@publipresse.fr,hotel.restaurant.bellevue@orange.fr,FR,'0381965153,,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL LES LANCHERS,1459 route des Praz,74400,CHAMONIX-MONT-BLANC,https://lanchers.com/fr/,45.0,19.0,booking@lanchers.com,,FR,'+33450534719,,OK,Success
09/11/2021,HÔTEL DE TOURISME,4,HÔTEL MERCURE TOULOUSE CENTRE SAINT-GEORGES,Rue Saint-Jérome,31000,TOULOUSE,https://all.accor.com/hotel/0370/index.fr.shtml,370.0,148.0,h0370@accor.com,,FR,'+33562277979,,OK,Success
09/11/2021,HÔTEL DE TOURISME,4,HÔTEL MERCURE TOULOUSE CENTRE WILSON CAPITOLE,7 rue Labeda,31000,TOULOUSE,https://all.accor.com/hotel/1260/index.fr.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps,208.0,95.0,h1260@accor.com,,FR,'+33534454060,,OK,Success
09/11/2021,HÔTEL DE TOURISME,4,HÔTEL NOVOTEL BOURGES,Route de Châteauroux,18570,LE SUBDRAY,https://all.accor.com/hotel/1302/index.fr.shtml,186.0,93.0,h1302@accor.com,,FR,'+33248265333,,OK,Success
09/11/2021,HÔTEL DE TOURISME,4,HÔTEL RESTAURANT LA MÉTAIRIE,Lieu-dit Millac,24150,MAUZAC-ET-GRAND-CASTANG,https://www.la-metairie.com/,20.0,10.0,info@la-metairie.com,,FR,'+33553225047,,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT LE BRABANT,63 rue du Brabant,88250,LA BRESSE,https://www.labresse-brabant.com/hotel/,48.0,19.0,,,UNK,,,OK,No Contacts Found
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT LE COLOMBIEN,2 rue de la Mairie,37510,VILLANDRY,https://www.auberge-lecolombien.com/,38.0,19.0,colombien@hotel-villandry.com,,FR,'+33247500727,'+3347500727,OK,Success
09/11/2021,HÔTEL DE TOURISME,3,HÔTEL THE ORIGINALS CITY BREST LOVAL,120 rue Francis Thomas,29200,BREST,https://www.hotel-loval.com/,81.0,36.0,,,UNK,,,OK,No Contacts Found
09/11/2021,RÉSIDENCE DE TOURISME,3,RÉSIDENCE APPART'CITY THONON LES BAINS,18 Boulevard Georges Andrier,74200,THONON-LES-BAINS,https://www.appartcity.com/fr/destinations/rhone-alpes/thonon-les-bains/thonon-les-bains.html,154.0,,dpo@appartcity.com,,FR,'+33450711360,'+33181909090,OK,Success
09/11/2021,VILLAGE DE VACANCES,3,VILLAGE DE VACANCES BELAMBRA CLUBS ISLE SUR LA SORGUE,Chemin de Mousquety,84800,L'ISLE-SUR-LA-SORGUE,https://www.belambra.fr/club-l-isle-sur-la-sorgue-le-domaine-de-mousquety/ete,644.0,,club.lisle-sur-la-sorgue@belambra.fr,,FR,'0146101314,,OK,Success
10/11/2021,HÔTEL DE TOURISME,3,BEST WESTERN HÔTEL DU LAC DUNKERQUE,2 rue du Lac,59380,ARMBOUTS-CAPPEL,https://www.hoteldulacdunkerque.com/,133.0,66.0,contact@hoteldulacdunkerque.com,,UNK,'0328607060,,OK,Success
10/11/2021,CAMPING,3,CAMPING DE LA MER,Avenue de Cambrai,62176,CAMIERS,https://campingdelamer.fr/,1896.0,,,,FR,'0321849225,,OK,Success
10/11/2021,CAMPING,3,CAMPING DE MASEVAUX,14 rue du stade,68290,MASEVAUX,https://www.masevaux-camping.fr/,496.0,,contact@masevaux-camping.fr,,FR,'0633494488,'0389398394,OK,Success
10/11/2021,HÔTEL DE TOURISME,3,HÔTEL BLUE GARDEN,3 route de Bruyères,88600,GRANDVILLERS,www.hotelbluegarden.com,51.0,20.0,contact@hotelbluegarden.com,,FR,'+33355190437,'+33782114786,OK,Success
10/11/2021,HÔTEL DE TOURISME,3,HÔTEL IBIS STRASBOURG AÉROPORT LE ZÉNITH,2 rue du Maréchal Foch,67380,LINGOLSHEIM,https://all.accor.com/hotel/1588/index.fr.shtml,165.0,81.0,h1588@accor.com,,FR,'+33388771818,,OK,Success
10/11/2021,HÔTEL DE TOURISME,3,HÔTEL IBIS STYLES STRASBOURG CENTRE PETITE FRANCE,1 Quai de Paris,67000,STRASBOURG,https://all.accor.com/hotel/9085/index.fr.shtml,104.0,46.0,h9085@accor.com,,FR,'+33388151717,,OK,Success
10/11/2021,HÔTEL DE TOURISME,3,HÔTEL L'ABBAYE D'ALSPACH,2 rue du Maréchal Foch,68240,KIENTZHEIM,https://www.hotel-abbaye-alspach.com/fr/,70.0,31.0,hotel@abbayealspach.com,"<ahref=""hotel@abbayealspach.com"">hotel@abbayealspach.com</a>",FR,'+33389471600,,OK,Success
10/11/2021,HÔTEL DE TOURISME,3,HÔTEL L'OUSTAU DE LA FONT,Le Village,26570,REILHANETTE,https://www.oustaudelafont.com/,16.0,6.0,info@oustaudelafont.com,reservation@oustaudelafont.com,UNK,'0475288377,,OK,Success
10/11/2021,HÔTEL DE TOURISME,4,HÔTEL LE SAINT GELAIS,12 rue du Père Deval,16000,ANGOULÊME,https://www.hotel-saint-gelais-angouleme.com/,36.0,16.0,contact@hotel-saint-gelais-angouleme.com,,FR,'+33545900264,,OK,Success
10/11/2021,HÔTEL DE TOURISME,3,HÔTEL MANOIR DE RIGOURDAINE,MANOIR DE RIGOURDAINE,22490,PLOUËR-SUR-RANCE,https://rigourdaine.com/,46.0,19.0,hotelrigourdaine@gmail.com,,UNK,'0296868996,,OK,Success
10/11/2021,HÔTEL DE TOURISME,3,HÔTEL RESTAURANT DES MAURES,19 boulevard Lazare Carnot,83610,COLLOBRIÈRES,https://www.hoteldesmaures.fr/home,32.0,15.0,info@microweb-services.fr,,FR,'0494480710,,OK,Success
10/11/2021,HÔTEL DE TOURISME,4,HÔTEL UNIVERS,2 rue de la Liberté,6000,NICE,https://www.hotelunivers-nice.com/,140.0,65.0,hoteluniversnice06@gmail.com,,UNK,,,OK,Success
15/11/2021,HÔTEL DE TOURISME,3,B&B HOTEL THIONVILLE YUTZ ROUTE DU LUXEMBOURG,38 rue du Vieux Bourg,57970,YUTZ,https://www.hotel-bb.com/fr/hotel/thionville-yutz-route-du-luxembourg,148.0,65.0,privacy.france@hotelbb.com,,UNK,'0892233196,,OK,Success
15/11/2021,CAMPING,4,CAMPING AU VAL DE LOIRE EN RÉ,Chemin du Château d'Eau,17580,LE BOIS-PLAGE-EN-RÉ,https://www.camping-apv.com/atlantique/camping-ile-de-re/camping-le-bois-plage-en-re/au-val-de-loire-en-re,836.0,,contacts@camping-apv.com,,FR,'+33251561849,'+33251560878; '+33251561875; '+33251561877,OK,Success
15/11/2021,CAMPING,3,CAMPING CRIN BLANC,CD 37 Hameau de Saliers,13123,ARLES,https://www.campingcrinblanc.com/,668.0,,contact@campingcrinblanc.com,,FR,'+33607089893,'+33466874878,OK,Success
15/11/2021,CAMPING,4,CAMPING DES ÎLES,Route de Piantarella,20169,BONIFACIO,https://camping-desiles.com/fr/presentation/,264.0,,,,UNK,,,Unavailable,Does Not Exist
15/11/2021,CAMPING,4,CAMPING DOMAINE LE BOUCANET,Route de Carnon,30240,LE GRAU-DU-ROI,https://www.capfun.com/camping-france-languedoc_roussillon-boucanet-FR.html?referer=23235,2025.0,,boucanet@capfun.com,,UNK,'0492283848,'0466514148,OK,Success
15/11/2021,CAMPING,3,CAMPING L'ÎLE DE BOULANCOURT,6 allée des Marronniers,77760,BOULANCOURT,https://www.campingiledeboulancourt.com/,300.0,,hello@iledeboulancourt.com,,FR,'+33164241338,,OK,Success
15/11/2021,CAMPING,3,CAMPING LA GARENNE,7 route du Camping,24210,PEYRIGNAC,https://www.lagarennedordogne.fr/,243.0,,,,FR,,,Unavailable,Timeout
15/11/2021,CAMPING,5,CAMPING LA PINÈDE,Route de la Pinède,20260,CALVI,https://camping-calvi.com/,1000.0,,,,FR,'+33495651780,,OK,Success
15/11/2021,CAMPING,4,CAMPING LE DOMAINE DE LA MALISSONNE,1845 chemin départemental 66,83740,LA CADIÈRE-D'AZUR,https://www.capfun.com/camping-france-provence_alpes_cote_d_azur-malissonne-FR.html,904.0,,malissonne@capfun.com,,UNK,'0492283848,'0494901060,OK,Success
15/11/2021,CAMPING,3,CAMPING LE MOULIN DE RAMBOURG,51 Rambourg,85310,NESMY,https://www.campingmoulinderambourg.com/,156.0,,,,UNK,'0689478567,'0251076383,OK,Success
15/11/2021,CAMPING,3,CAMPING LE TINDIO,19 rue de la Poste,56640,ARZON,https://www.camping-golfedumorbihan.com/,600.0,,,,UNK,,,Unavailable,Does Not Exist
15/11/2021,CAMPING,3,CAMPING LE TRÈFLE À 4 FEUILLES,La Jouére,85220,COMMEQUIERS,https://www.campingvendeepascher.com/,140.0,,letrefle@free.fr,,UNK,'0620903204,,OK,Success
15/11/2021,CAMPING,3,CAMPING MUNICIPAL LA FALAISE,Rue Charles Cazin,62224,ÉQUIHEN-PLAGE,https://www.camping-equihen-plage.fr/fr,1000.0,,cm2c@cm2c.net,camping.equihen.plage@orange.fr,FR,'0321312261,,OK,Success
15/11/2021,CAMPING,4,CAMPING PARC DE LOISIRS LE VAL FLEURI,Route de Montigny,28220,CLOYES-SUR-LE-LOIR,https://www.val-fleuri.fr/,1000.0,,%69%6e%66%6f@%76%61%6c-%66%6c%65%75%72%69.%66%72,info@val-fleuri.fr,FR,'+33237985053,,OK,Success
15/11/2021,HÔTEL DE TOURISME,3,HÔTEL DE LA PLAGE,21 boulevard Emmanuel Brusq,29770,AUDIERNE,https://www.hotel-finistere.com/,46.0,22.0,info@hotel-finistere.com,,UNK,'0298700107,,OK,Success
15/11/2021,HÔTEL DE TOURISME,4,HÔTEL ELISEO,4-6 rue Reine Astrid,65100,LOURDES,https://www.hoteleliseolourdes.fr/,384.0,204.0,contact@hoteleliseolourdes.fr,,FR,'+33562414141,,OK,Success
15/11/2021,HÔTEL DE TOURISME,3,HÔTEL EUROPE SAINT SÉVERIN,38-40 rue Saint-Séverin,75005,PARIS 5E ARRONDISSEMENT,https://www.hoteleurope.net/,98.0,59.0,accueil@hoteleurope.net,socialmedia@doyield.com,FR,'+33146340570,'+33153760905,OK,Success
15/11/2021,HÔTEL DE TOURISME,3,HÔTEL IBIS BEAUNE SUD LA FERME AUX VINS,9 rue Yves Bertrand Burgalat,21200,BEAUNE,https://all.accor.com/hotel/0971/index.fr.shtml,214.0,103.0,h0971@accor.com,,FR,'+33380224675,,OK,Success
15/11/2021,HÔTEL DE TOURISME,3,HÔTEL IBIS STYLES NICE CAP 3000 AÉROPORT,190 avenue Georges Guynemer,6700,SAINT-LAURENT-DU-VAR,https://all.accor.com/hotel/5489/index.fr.shtml,168.0,84.0,h5489@accor.com,,FR,'+33492128888,,OK,Success
15/11/2021,HÔTEL DE TOURISME,4,HÔTEL INDIGO,44 avenue Auguste Renoir,6800,CAGNES-SUR-MER,https://www.ihg.com/hotelindigo/hotels/fr/fr/cagnes-sur-mer/xcgcm/hoteldetail,186.0,87.0,,,UNK,,,Unavailable,Does Not Exist
15/11/2021,HÔTEL DE TOURISME,3,HÔTEL LA MAISON D'ALICE,36 Grand Rue,68380,BREITENBACH-HAUT-RHIN,https://www.lamaisondalice-alsace.com/,29.0,14.0,,,UNK,,,OK,No Contacts Found
